time,api,cluster,collection_level,error,method,org_id,rel_version,saas_env,service_name,status,tenant_id,tenant_name,duration
2024-04-29 12:00:00,/CancelPinboardSession/,ts-saas,node,none,,,10.0.0.cl-120,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-06 22:00:00,/CancelPinboardSession/,ts-saas,node,none,,,10.0.0.cl-145,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-13 16:00:00,/CancelPinboardSession/,ts-saas,node,none,,,10.0.0.cl-173,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-17 10:00:00,/CancelPinboardSession/,ts-saas,node,none,,,10.0.0.cl-200,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-04-19 18:00:00,/CancelPinboardSession/,ts-saas,node,none,,,9.12.5.cl-70,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-03-26 16:00:00,/CopyAnswer/,ts-saas,node,none,,,9.12.0.cl-155,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-11 18:00:00,/GetAnswer/,ts-saas,node,none,,,10.0.0.cl-173,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-11 18:00:00,/GetAnswerMetadata/,ts-saas,node,none,,,10.0.0.cl-173,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-11 18:00:00,/GetAnswerTitle/,ts-saas,node,none,,,10.0.0.cl-173,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-04-18 06:00:00,/GetChartWithData/,ts-saas,node,none,,,9.12.5.cl-70,staging,prism,400,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-04-08 14:00:00,/GetChartWithoutData/,ts-saas,node,none,,,9.12.5.cl-6,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0.051776505
2024-05-06 22:00:00,/GetEffectivePermissionOnObjects/,ts-saas,node,none,,,10.0.0.cl-145,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-09 10:00:00,/GetEffectivePermissionOnObjects/,ts-saas,node,none,,,10.0.0.cl-173,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0.002911502
2024-05-22 06:00:00,/GetEffectivePermissionOnObjects/,ts-saas,node,none,,,10.0.0.cl-200,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-29 08:00:00,/GetEffectivePermissionOnObjects/,ts-saas,node,none,,,10.1.0.cl-2,staging,prism,400,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-29 08:00:00,/GetEffectivePermissionOnObjects/,ts-saas,node,none,,,10.1.0.cl-2,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-06-01 00:00:00,/GetEffectivePermissionOnObjects/,ts-saas,node,none,,,10.1.0.cl-25,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-13 16:00:00,/GetEmbedActionsAssociation/,ts-saas,node,none,,,10.0.0.cl-173,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-09 10:00:00,/GetEurekaResults/,ts-saas,node,none,,,10.0.0.cl-173,staging,prism,400,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-07 20:00:00,/GetHomepageFavoritesObject/,ts-saas,node,none,,,10.0.0.cl-145,staging,prism,400,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-08 12:00:00,/GetHomepageFavoritesObject/,ts-saas,node,none,,,10.0.0.cl-173,staging,prism,400,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0.00245733
2024-04-19 02:00:00,/GetHomepageFavoritesObject/,ts-saas,node,none,,,9.12.5.cl-70,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-04-30 20:00:00,/GetHomepageModuleList/,ts-saas,node,none,,,10.0.0.cl-120,staging,prism,400,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-07 20:00:00,/GetHomepageModuleList/,ts-saas,node,none,,,10.0.0.cl-145,staging,prism,400,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-02 12:00:00,/GetMetadataWithStats/,ts-saas,node,none,,,10.0.0.cl-145,staging,prism,400,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-04-19 02:00:00,/GetMetadataWithStats/,ts-saas,node,none,,,9.12.5.cl-70,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-29 08:00:00,/GetNlFeedbackLeaderBoard/,ts-saas,node,none,,,10.1.0.cl-2,staging,prism,400,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-22 06:00:00,/GetPersonalisedViews/,ts-saas,node,none,,,10.0.0.cl-200,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-22 06:00:00,/GetPopularColumns/,ts-saas,node,none,,,10.0.0.cl-200,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-29 08:00:00,/GetPopularColumns/,ts-saas,node,none,,,10.1.0.cl-2,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-06-01 00:00:00,/GetPopularColumns/,ts-saas,node,none,,,10.1.0.cl-25,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-04-22 18:00:00,/GetPopularColumns/,ts-saas,node,none,,,9.12.5.cl-70,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-04-30 20:00:00,/GetPriorityList/,ts-saas,node,none,,,10.0.0.cl-120,staging,prism,400,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-04-22 18:00:00,/GetPriorityList/,ts-saas,node,none,,,9.12.5.cl-70,staging,prism,400,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-29 08:00:00,/GetQuestionFragments/,ts-saas,node,none,,,10.1.0.cl-2,staging,prism,400,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-04-19 18:00:00,/GetSources/,ts-saas,node,none,,,9.12.5.cl-70,staging,prism,400,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-20 08:00:00,/GetTrendingList/,ts-saas,node,none,,,10.0.0.cl-200,staging,prism,400,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-04-19 02:00:00,/GetTrendingList/,ts-saas,node,none,,,9.12.5.cl-70,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-29 08:00:00,/GetV2SourceDetail/,ts-saas,node,none,,,10.1.0.cl-2,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-11 18:00:00,/HasVisualizations/,ts-saas,node,none,,,10.0.0.cl-173,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-02 00:00:00,/LoadContextBook/,ts-saas,node,none,,,10.0.0.cl-120,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-02 12:00:00,/LoadContextBook/,ts-saas,node,none,,,10.0.0.cl-145,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-20 08:00:00,/LoadContextBook/,ts-saas,node,none,,,10.0.0.cl-200,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-29 08:00:00,/LoadContextBook/,ts-saas,node,none,,,10.1.0.cl-2,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-04-03 10:00:00,/LoadContextBook/,ts-saas,node,none,,,9.12.5.cl-6,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-04-23 04:00:00,/LoadContextBook/,ts-saas,node,none,,,9.12.5.cl-70,staging,prism,500,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
