time,api,cluster,collection_level,error,method,org_id,rel_version,saas_env,service_name,status,tenant_id,tenant_name,duration
2024-04-30 18:00:00,/A3AnalysisSubmission/,ts-saas,node,none,,,10.0.0.cl-120,staging,prism,200,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-07 18:00:00,/A3AnalysisSubmission/,ts-saas,node,none,,,10.0.0.cl-145,staging,prism,200,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-13 12:00:00,/A3AnalysisSubmission/,ts-saas,node,none,,,10.0.0.cl-173,staging,prism,200,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-20 06:00:00,/A3AnalysisSubmission/,ts-saas,node,none,,,10.0.0.cl-200,staging,prism,200,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-29 06:00:00,/A3AnalysisSubmission/,ts-saas,node,none,,,10.1.0.cl-2,staging,prism,200,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-06-05 12:00:00,/A3AnalysisSubmission/,ts-saas,node,none,,,10.1.0.cl-25,staging,prism,200,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-04-22 18:00:00,/A3AnalysisSubmission/,ts-saas,node,none,,,9.12.5.cl-70,staging,prism,200,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-01 12:00:00,/A3AnalysisSync/,ts-saas,node,none,,,10.0.0.cl-120,staging,prism,200,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-07 18:00:00,/A3AnalysisSync/,ts-saas,node,none,,,10.0.0.cl-145,staging,prism,200,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-13 12:00:00,/A3AnalysisSync/,ts-saas,node,none,,,10.0.0.cl-173,staging,prism,200,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-18 06:00:00,/A3AnalysisSync/,ts-saas,node,none,,,10.0.0.cl-200,staging,prism,200,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-29 06:00:00,/A3AnalysisSync/,ts-saas,node,none,,,10.1.0.cl-2,staging,prism,200,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-06-05 12:00:00,/A3AnalysisSync/,ts-saas,node,none,,,10.1.0.cl-25,staging,prism,200,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-15 06:00:00,/A3AnalysisSync/,ts-saas,node,none,,,9.12.0.cl-272,staging,prism,200,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-04-08 06:00:00,/A3AnalysisSync/,ts-saas,node,none,,,9.12.5.cl-6,staging,prism,200,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-04-22 18:00:00,/A3AnalysisSync/,ts-saas,node,none,,,9.12.5.cl-70,staging,prism,200,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-04-25 12:00:00,/ADD_COLUMNS_TRANSFORM_REQUEST,ts-saas,node,none,,,10.0.0.cl-120,staging,prism,200,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-03 06:00:00,/ADD_COLUMNS_TRANSFORM_REQUEST,ts-saas,node,none,,,10.0.0.cl-145,staging,prism,200,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-10 00:00:00,/ADD_COLUMNS_TRANSFORM_REQUEST,ts-saas,node,none,,,10.0.0.cl-173,staging,prism,200,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-17 06:00:00,/ADD_COLUMNS_TRANSFORM_REQUEST,ts-saas,node,none,,,10.0.0.cl-200,staging,prism,200,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-05-29 06:00:00,/ADD_COLUMNS_TRANSFORM_REQUEST,ts-saas,node,none,,,10.1.0.cl-2,staging,prism,200,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
2024-06-05 12:00:00,/ADD_COLUMNS_TRANSFORM_REQUEST,ts-saas,node,none,,,10.1.0.cl-25,staging,prism,200,672764c0-dc60-11ee-a6bf-13c83,champagne-master-aws,0
